2023-10-11,256.0,264.19,256.0,261.61,1030564
2023-10-10,254.9,256.89,254.2,256.56,498775
2023-10-09,253.95,254.75,252.0,254.21,333677
2023-10-06,252.9,254.5,252.4,254.26,334521
2023-10-05,251.79,253.6,250.66,252.38,694417
2023-10-04,253.01,254.65,250.11,251.83,904841
2023-10-03,248.0,255.0,248.0,253.22,761045
2023-10-02,243.0,249.6,243.0,247.69,959073
2023-09-28,241.7,242.0,238.05,240.14,509554
2023-09-27,242.49,242.49,239.24,240.25,303109
2023-09-26,244.0,244.99,241.0,241.2,167518
2023-09-25,245.02,245.99,242.75,243.02,196080
2023-09-22,246.75,246.9,240.5,244.52,294609
2023-09-21,247.98,247.98,245.5,246.2,171185
2023-09-20,246.49,247.05,245.25,245.65,114337
2023-09-19,246.9,247.1,246.01,246.49,83650
2023-09-18,247.0,247.93,244.8,245.85,267197
2023-09-15,247.89,249.5,246.31,247.08,369702
2023-09-14,246.71,248.15,246.7,247.01,58820
2023-09-13,248.65,248.74,245.0,247.07,62328
2023-09-12,248.05,251.0,247.8,248.06,100529
2023-09-11,253.0,255.0,248.8,249.12,271621
2023-09-08,255.75,260.0,253.01,253.62,630125
2023-09-07,252.98,256.0,252.1,255.49,339404
2023-09-06,254.0,254.74,251.75,253.99,208044
2023-09-05,253.95,254.49,251.05,254.09,181730
2023-09-04,246.99,254.94,246.99,253.22,757480
2023-09-01,247.88,249.89,245.53,246.14,221005
2023-08-31,253.0,255.0,236.52,246.15,668519
2023-08-30,255.0,258.4,252.8,253.29,958579
2023-08-29,255.8,258.0,252.0,255.06,412431
2023-08-28,258.0,258.11,255.52,257.76,665925
2023-08-25,254.75,258.48,253.18,257.66,983902
2023-08-24,254.0,259.0,254.0,255.18,884113
2023-08-23,253.97,254.0,251.46,252.89,209287
2023-08-22,252.99,254.5,252.1,252.96,160829
2023-08-21,256.53,256.9,252.7,253.9,361558
2023-08-18,258.95,260.0,256.0,256.6,451113
2023-08-17,252.25,266.0,252.25,257.48,2861091
2023-08-16,273.98,273.98,267.01,269.07,610456
2023-08-15,272.5,275.0,271.0,272.82,1077568
2023-08-11,267.45,272.4,264.19,271.05,2209686
2023-08-10,265.01,268.89,264.5,265.57,883914
2023-08-09,263.11,267.5,262.0,264.92,456664
2023-08-08,260.0,266.0,259.6,263.1,909115
2023-08-07,259.9,261.2,256.2,258.97,528668
2023-08-04,263.1,264.5,259.11,259.66,755409
2023-08-03,265.9,267.74,262.61,264.07,980915
2023-08-02,258.0,269.85,258.0,264.69,1944189
2023-08-01,254.79,261.47,254.25,258.44,1325336
2023-07-31,254.97,256.95,253.5,253.92,707439
2023-07-27,256.64,257.9,253.95,254.13,827598
2023-07-26,259.01,259.01,256.09,256.64,251652
2023-07-25,257.5,258.8,256.0,257.63,388468
2023-07-24,257.5,259.0,256.28,256.63,413657
2023-07-21,258.5,260.49,257.0,257.44,470248
2023-07-20,255.3,261.2,254.0,258.7,547952
2023-07-19,258.0,258.0,253.75,254.1,465528
2023-07-18,258.01,259.6,255.8,256.38,361372
2023-07-17,261.0,261.89,257.5,257.96,482631
2023-07-14,263.04,265.1,260.55,261.24,486507
2023-07-13,268.9,270.0,264.01,264.64,628557
2023-07-12,269.01,269.45,265.39,266.96,744300
2023-07-11,269.0,270.95,266.5,267.43,559167
2023-07-10,271.0,273.9,268.0,268.86,436660
2023-07-07,274.49,275.88,270.55,271.04,548904
2023-07-06,265.8,275.0,264.99,273.33,2355328
2023-07-05,269.99,270.5,264.0,264.6,382369
2023-07-04,275.99,275.99,267.0,267.84,535836
2023-07-03,279.38,279.38,269.0,275.78,927487
2023-06-27,264.98,264.98,259.0,259.89,268626
2023-06-26,256.0,268.0,256.0,263.78,468268
2023-06-23,255.7,258.1,254.4,255.25,125104
2023-06-22,259.99,259.99,255.05,255.85,109143
2023-06-21,263.0,263.0,258.0,258.42,152451
2023-06-20,260.1,262.68,260.0,261.06,357803
2023-06-19,268.89,268.99,260.0,260.8,710052
2023-06-16,270.6,270.6,266.0,266.45,292616
2023-06-15,270.5,271.0,267.7,268.33,176753
2023-06-14,267.0,271.2,267.0,270.4,323172
2023-06-13,273.25,273.5,268.0,268.76,215038
2023-06-12,272.1,275.0,271.1,271.8,149442
2023-06-09,274.7,275.87,271.01,273.26,266124
2023-06-08,275.55,278.88,272.5,272.96,315136
2023-06-07,276.55,278.9,275.2,275.85,209752
2023-06-06,272.8,279.9,272.1,277.98,481397
2023-06-05,272.52,275.0,271.25,272.88,165913
2023-06-02,283.25,283.25,274.01,274.46,580266
2023-06-01,283.98,283.98,281.0,281.21,50143
2023-05-31,282.0,284.5,281.5,282.89,527696
2023-05-30,280.01,283.65,280.01,282.17,330322
2023-05-29,279.0,286.0,277.42,280.81,658136
2023-05-26,273.13,280.08,273.13,277.34,1976285
2023-05-25,273.0,274.0,271.25,273.33,552665
2023-05-24,274.0,274.1,272.0,272.49,160692
2023-05-23,271.79,276.0,270.6,273.43,682835
2023-05-22,270.89,273.0,270.0,271.89,325714
2023-05-19,269.9,270.89,268.0,270.48,152754
2023-05-18,275.6,275.6,268.0,268.56,199082
2023-05-17,273.7,278.42,273.5,273.89,743418
2023-05-16,271.5,275.5,271.0,273.13,832473
2023-05-15,265.86,271.5,263.01,270.36,586473
2023-05-12,264.98,268.0,264.0,264.89,296761
2023-05-11,262.99,264.99,261.54,264.02,165501
2023-05-10,261.52,264.74,261.0,261.54,100092
2023-05-09,267.5,267.5,262.0,263.14,267716
2023-05-08,270.9,270.9,266.7,267.14,245591
2023-05-05,267.25,271.0,265.06,270.08,355874
2023-05-04,272.0,273.75,266.99,267.12,499718
2023-05-03,273.0,273.0,270.0,272.1,376823
2023-05-02,271.5,277.0,267.33,271.53,820629
2023-04-28,307.0,310.49,305.11,307.33,1526632
2023-04-27,306.0,308.5,303.52,306.47,748301
2023-04-26,314.9,315.8,304.51,305.4,1359710
2023-04-20,300.0,314.6,298.1,309.61,5244073
2023-04-19,287.0,293.89,285.49,292.66,4278855
2023-04-18,278.15,287.5,273.02,285.15,1005904
2023-04-17,273.0,279.0,270.9,275.79,1820787
2023-04-13,273.0,274.01,270.6,271.13,88447
2023-04-12,275.75,275.75,271.5,271.9,106528
2023-04-11,275.0,276.0,272.0,272.41,46844
2023-04-10,276.0,276.0,273.25,273.98,57081
2023-04-07,279.0,279.2,273.0,273.94,110822
2023-04-06,273.2,279.0,271.5,278.24,269441
2023-04-05,273.0,273.1,270.13,271.01,63513
2023-04-04,277.99,278.0,270.0,272.15,257312
2023-04-03,280.0,280.0,271.05,274.73,246609
2023-03-31,281.99,281.99,275.5,276.78,2024645
2023-03-30,280.02,282.49,279.03,279.99,5429492
2023-03-29,282.0,283.79,279.17,280.01,107502
2023-03-28,282.99,284.0,281.35,282.15,144428
2023-03-27,284.25,284.95,281.0,282.29,51501
2023-03-24,283.98,284.32,279.0,284.02,284841
2023-03-22,286.49,288.8,282.95,283.98,188312
2023-03-21,287.0,287.5,284.0,286.57,294796
2023-03-20,293.0,293.0,284.99,286.85,2458246
2023-03-17,294.9,294.9,291.02,292.15,1037787
2023-03-16,296.95,296.95,292.51,293.19,426059
2023-03-15,298.5,298.5,294.51,294.99,3624039
2023-03-14,298.99,298.99,297.5,298.09,5990723
2023-03-13,298.51,299.38,297.4,298.3,8030821
2023-03-10,299.6,299.94,298.5,298.51,1255969
2023-03-09,300.0,300.0,299.05,299.59,476593
2023-03-08,300.5,300.5,299.0,299.69,1109791
2023-03-07,300.0,300.89,299.3,299.93,1733572
2023-03-06,301.43,301.89,299.01,300.09,338169
2023-03-03,304.48,305.98,300.5,301.43,948551
2023-03-02,300.44,304.9,299.5,304.48,3611311
2023-03-01,300.0,300.49,297.11,299.37,2570020
2023-02-28,297.2,301.0,297.2,300.13,1515599
2023-02-27,297.51,298.74,297.5,298.51,338880
2023-02-24,299.5,299.5,297.0,299.0,1365940
2023-02-23,298.48,299.24,297.0,298.62,751082
2023-02-22,299.94,300.0,297.6,299.42,374890
2023-02-21,301.5,301.5,299.01,299.94,711588
2023-02-20,301.49,301.9,299.75,300.01,2095992
2023-02-17,299.99,304.78,300.0,301.08,2956097
2023-02-16,294.9,301.0,293.8,300.02,4766028
2023-02-15,296.01,299.74,294.9,298.32,719230
2023-02-14,300.0,301.9,296.0,297.7,1295046
2023-02-13,295.3,299.5,294.29,298.31,1115107
2023-02-10,295.02,298.0,290.55,294.03,1562145
2023-02-09,297.95,302.75,297.5,298.37,823183
2023-02-08,295.96,298.0,292.1,296.75,724298
2023-02-07,299.99,301.49,294.5,295.96,648750
2023-02-06,301.95,302.5,296.25,299.28,767179
2023-02-03,308.0,308.8,298.1,300.14,1863597
2023-02-02,298.0,307.15,295.15,305.72,3925013
2023-02-01,300.0,302.95,296.0,297.42,1517467
2023-01-31,286.0,299.9,286.0,298.16,3039370
2023-01-30,288.9,293.49,284.4,285.29,1378169
2023-01-27,296.7,296.73,288.66,289.63,1226246
2023-01-26,288.26,299.5,286.0,296.73,3213854
2023-01-25,275.0,289.48,275.0,286.15,2632053
2023-01-24,265.0,274.0,264.99,273.12,1494429
2023-01-23,266.45,266.45,262.25,264.23,270369
2023-01-20,266.2,268.5,263.0,265.88,267729
2023-01-19,271.5,271.5,266.5,267.34,450886
2023-01-18,267.5,270.9,265.5,269.56,523941
2023-01-17,273.25,275.99,260.56,264.8,1511737
2023-01-16,278.0,278.5,273.0,274.05,357099
2023-01-13,278.99,279.82,276.01,278.17,165391
2023-01-12,282.01,284.0,279.0,279.48,542972
2023-01-11,284.7,285.0,279.2,281.6,361431
2023-01-10,282.0,286.8,282.0,283.04,924757
2023-01-09,284.0,285.0,279.23,280.24,555598
2023-01-06,279.4,287.98,276.98,284.68,1293271
2023-01-05,272.49,279.5,272.49,277.5,948010
2023-01-04,271.0,274.99,269.0,270.31,572134
2023-01-03,271.5,272.0,263.11,269.36,741967
2023-01-02,262.99,274.99,262.99,270.07,991032
2022-12-30,259.01,264.0,259.01,262.01,296703
2022-12-29,257.01,261.98,256.18,260.79,342240
2022-12-28,263.0,263.0,253.5,256.18,567995
2022-12-27,265.45,265.45,260.25,261.26,164502
2022-12-26,259.0,265.4,259.0,264.69,327545
2022-12-23,262.0,263.0,257.5,259.19,378583
2022-12-22,262.0,265.0,260.11,262.88,237219
2022-12-21,264.9,268.0,259.7,260.11,492699
2022-12-20,273.0,273.25,264.0,264.97,771142
2022-12-19,276.01,276.01,272.0,272.52,258067
2022-12-16,277.05,281.0,274.6,275.67,918629
2022-12-15,282.0,289.19,276.0,276.72,3458218
2022-12-14,269.2,271.0,266.31,269.02,1070289
2022-12-13,261.0,270.0,260.5,269.2,1872357
2022-12-12,261.5,262.5,260.35,260.61,159279
2022-12-09,265.34,265.34,261.14,262.01,256008
2022-12-08,264.25,264.25,260.15,262.93,959715
2022-12-07,263.0,264.95,261.05,261.67,449706
2022-12-06,261.1,263.89,260.5,261.36,1228932
2022-12-05,266.7,267.25,260.2,261.78,574394
2022-12-02,265.95,268.1,262.1,265.74,1213353
2022-12-01,263.97,267.9,262.99,264.07,871515
2022-11-30,261.45,264.49,258.76,262.99,457489
2022-11-29,261.1,268.99,257.51,260.42,1044968
2022-11-28,264.5,265.2,258.1,262.46,899671
2022-11-25,266.0,269.89,266.0,268.3,598200
2022-11-24,261.5,266.01,261.01,264.28,578765
2022-11-23,260.38,262.75,259.3,262.06,394475
2022-11-22,254.25,266.5,254.25,260.38,1881312
2022-11-21,255.0,258.95,253.5,254.73,164658
2022-11-18,257.85,261.0,253.16,257.33,452567
2022-11-17,261.0,261.0,254.5,257.55,1087400
2022-11-16,245.4,262.85,244.25,258.91,2917982
2022-11-15,241.95,244.75,240.17,244.52,360108
2022-11-14,243.09,244.8,241.06,241.96,232207
2022-11-11,245.0,246.25,244.0,245.0,535566
2022-11-10,243.0,246.6,243.0,244.94,592315
2022-11-08,240.11,245.0,240.11,244.03,888933
2022-11-07,239.5,242.5,239.5,241.57,74263
2022-11-04,239.94,242.49,237.0,239.76,334020
2022-11-03,240.48,241.0,237.7,239.99,89593
2022-11-02,238.99,242.1,237.7,239.15,251328
2022-11-01,235.5,239.89,235.5,239.15,133131
2022-10-31,235.9,236.4,234.2,235.2,200804
2022-10-28,233.6,236.36,232.0,234.62,464273
2022-10-27,243.06,248.5,243.06,245.54,409007
2022-10-26,248.99,249.0,244.75,245.17,521177
2022-10-25,246.2,249.74,246.0,248.06,495783
2022-10-24,248.2,248.79,246.9,247.15,393552
2022-10-21,244.9,247.0,242.2,246.57,380612
2022-10-20,243.5,244.5,241.51,243.82,208639
2022-10-19,239.0,242.99,237.6,242.21,730216
2022-10-18,235.48,237.48,235.01,235.86,117283
2022-10-17,237.95,238.0,235.51,236.08,170992
2022-10-14,237.95,238.0,236.8,237.43,119409
2022-10-13,237.52,238.0,236.51,237.12,214850
2022-10-12,238.99,239.5,236.9,237.51,145493
2022-10-11,238.01,241.1,237.6,238.69,324271
2022-10-10,240.0,242.0,236.8,237.55,205002
2022-10-07,236.4,242.0,235.0,239.6,680212
2022-10-06,231.3,237.5,231.3,236.41,479157
2022-10-05,233.65,234.0,232.0,232.43,108264
2022-10-04,231.0,233.5,231.0,232.99,230476
2022-10-03,230.4,233.13,230.2,230.84,200273
2022-09-30,231.75,232.3,229.0,231.52,251664
2022-09-29,231.81,232.75,229.02,230.65,181075
2022-09-28,231.51,248.66,231.0,231.81,851630
2022-09-27,234.4,234.4,229.2,231.32,629243
2022-09-26,230.99,234.0,230.0,233.56,473682
2022-09-23,234.5,234.5,229.25,229.91,252800
2022-09-22,233.0,235.0,229.1,234.25,605072
2022-09-21,233.9,234.0,230.0,233.02,450660
2022-09-20,233.4,233.99,231.5,233.17,462108
2022-09-19,231.0,237.7,229.49,233.36,2445476
2022-09-16,229.95,234.49,225.3,229.42,1692960
2022-09-15,231.0,231.9,226.01,227.64,318924
2022-09-14,232.45,232.95,230.0,230.58,255869
2022-09-13,231.75,233.0,230.7,232.14,127847
2022-09-12,231.9,231.9,230.5,230.82,43332
2022-09-09,232.75,232.96,230.0,230.9,356877
2022-09-08,232.48,232.55,230.8,231.13,227190
2022-09-07,232.1,234.49,230.82,230.98,248796
2022-09-06,234.0,235.99,232.1,232.94,309769
2022-09-05,238.99,238.99,232.75,234.04,223663
2022-09-02,239.85,239.97,237.5,237.99,114182
2022-09-01,240.0,240.15,238.0,238.29,192856
2022-08-31,242.39,242.39,237.06,238.36,367789
2022-08-30,243.6,246.0,238.81,239.31,103099
2022-08-29,240.25,243.5,238.75,242.77,132496
2022-08-26,248.39,248.39,240.0,242.85,174938
2022-08-25,249.0,249.25,244.5,245.23,244945
2022-08-24,256.0,260.99,254.75,259.35,536361
2022-08-23,252.0,256.0,252.0,254.78,414783
2022-08-22,252.0,253.0,250.0,250.26,102368
2022-08-19,253.0,253.0,251.21,251.71,218396
2022-08-18,255.79,255.79,251.0,251.86,171873
2022-08-17,254.9,260.0,253.0,253.65,735261
2022-08-16,249.0,254.1,248.0,252.13,447763
2022-08-15,243.05,249.0,243.05,248.05,149052
2022-08-12,242.0,245.99,240.7,243.01,115671
2022-08-11,244.0,245.5,240.0,240.46,191999
2022-08-10,239.01,246.0,239.01,242.23,488208
2022-08-05,238.99,240.0,236.13,238.92,374564
2022-08-04,239.84,241.0,236.8,237.11,291055
2022-08-03,236.0,238.95,236.0,238.03,378803
2022-08-02,230.05,238.47,228.0,235.54,159463
2022-08-01,235.0,238.0,232.0,232.11,151675
2022-07-29,236.9,237.0,234.0,234.62,308897
2022-07-28,239.98,242.7,235.7,236.95,804059
2022-07-27,242.0,243.5,235.0,238.83,305626
2022-07-26,246.9,246.9,240.25,241.54,30890
2022-07-25,245.0,245.0,241.5,242.42,45264
2022-07-22,245.99,246.0,241.05,245.17,127238
2022-07-21,244.0,244.0,241.05,241.57,94112
2022-07-20,244.9,245.99,243.01,243.75,97806
2022-07-19,253.9,254.95,240.51,244.7,303480
2022-07-18,255.89,256.8,251.03,251.97,335429
2022-07-15,257.5,258.89,254.6,256.73,138568
2022-07-14,253.5,258.25,253.5,257.4,261693
2022-07-13,253.0,253.4,250.21,252.79,184167
2022-07-07,253.94,253.94,251.5,251.96,132658
2022-07-06,255.79,257.0,252.0,252.3,117545
2022-07-05,253.02,255.0,253.02,253.68,31100
2022-07-04,256.01,257.0,252.9,254.06,96607
2022-07-01,256.04,258.5,255.51,256.04,174464
2022-06-30,255.76,259.0,254.75,257.09,82278
2022-06-29,258.75,258.75,255.01,255.76,93569
2022-06-28,257.15,259.25,257.0,257.38,117873
2022-06-27,254.95,258.05,254.95,256.98,146727
2022-06-24,263.9,264.34,247.0,253.81,605024
2022-06-23,263.01,265.5,263.01,263.9,468410
2022-06-22,265.49,265.95,262.25,262.85,374290
2022-06-21,263.35,264.93,262.75,264.5,403637
2022-06-20,265.0,266.4,262.0,263.05,397718
2022-06-17,261.94,265.25,260.75,264.27,1928968
2022-06-16,261.7,261.99,260.76,261.3,208213
2022-06-15,261.9,262.24,261.0,261.2,677404
2022-06-14,260.56,263.2,258.9,261.02,152702
2022-06-13,262.05,263.83,260.51,260.84,277526
2022-06-10,261.05,264.11,261.01,263.83,50030
2022-06-09,263.1,263.57,261.0,261.29,130088
2022-06-08,263.0,263.97,260.1,261.31,85305
2022-06-07,264.7,264.95,262.0,262.47,80197
2022-06-06,260.0,264.99,260.0,262.76,75726
2022-06-03,264.2,264.2,261.0,262.13,254767
2022-06-02,267.2,269.0,263.13,264.33,172411
2022-06-01,268.08,270.31,266.0,267.15,694873
2022-05-31,268.0,269.8,264.01,268.08,855313
2022-05-30,269.89,269.89,263.0,266.37,61762
2022-05-27,270.0,271.0,264.0,265.22,379511
2022-05-26,262.0,267.5,262.0,266.6,234186
2022-05-25,266.49,267.0,258.5,265.17,356554
2022-05-24,265.5,267.0,263.03,264.1,221176
2022-05-23,269.0,269.0,264.0,264.21,780808
2022-05-20,270.39,270.39,265.75,267.2,154384
2022-05-19,266.66,270.0,266.41,268.4,88984
2022-05-18,268.5,270.15,266.4,266.51,250778
2022-05-17,268.98,268.98,266.11,267.98,209304
2022-05-16,272.4,272.4,266.0,267.12,276083
2022-05-13,269.98,270.99,267.0,270.01,324283
2022-05-12,272.46,272.46,266.0,268.0,519244
2022-05-11,273.0,273.0,267.11,269.9,397897
2022-05-10,272.49,273.0,270.0,272.31,278870
2022-05-09,275.01,276.4,268.82,269.92,726833
2022-05-06,278.85,278.85,272.25,275.18,133979
2022-04-28,278.0,279.63,273.0,277.75,482627
2022-04-27,278.11,282.0,278.0,278.13,391043
2022-04-26,289.99,296.5,289.51,290.76,729362
2022-04-25,286.04,291.89,283.01,289.58,1095354
2022-04-22,287.2,288.94,284.0,284.69,247484
2022-04-21,294.99,297.0,285.0,286.62,1128309
2022-04-20,296.0,298.4,294.0,294.77,238668
2022-04-19,291.9,297.84,290.5,296.23,1226658
2022-04-18,290.35,294.5,288.55,289.32,553334
2022-04-15,288.6,295.0,288.0,291.58,918177
2022-04-14,280.5,289.99,279.0,287.92,939278
2022-04-13,279.0,281.65,278.0,279.82,349392
2022-04-12,279.62,280.05,277.0,278.96,834773
2022-04-11,276.1,281.45,276.1,279.65,1269732
2022-04-08,270.01,273.0,270.01,272.05,569403
2022-04-07,274.49,277.0,269.5,269.98,303149
2022-04-06,266.0,272.8,265.05,271.89,469688
2022-04-05,265.1,268.78,265.0,265.82,222804
2022-04-04,268.51,268.51,264.0,266.13,186662
2022-04-01,268.75,272.5,265.05,271.05,301284
2022-03-31,264.2,268.15,264.15,267.6,289508
2022-03-30,264.25,265.32,262.91,264.14,210019
2022-03-29,263.05,264.75,262.52,262.85,296020
2022-03-28,266.0,266.0,262.0,262.77,298767
2022-03-25,265.0,265.0,263.0,263.75,167801
2022-03-24,267.0,267.0,262.4,263.99,200162
2022-03-22,261.0,267.01,261.0,265.16,298800
2022-03-21,266.9,266.9,262.0,262.62,291416
2022-03-18,266.0,266.1,262.15,263.02,303206
2022-03-17,269.0,269.0,266.0,266.43,72845
2022-03-16,269.0,269.44,267.0,267.25,75727
2022-03-15,270.45,270.45,267.25,269.03,215961
2022-03-14,266.1,271.0,266.1,268.06,200380
2022-03-11,271.81,271.9,267.03,268.73,270403
2022-03-10,271.81,271.81,268.9,270.09,448214
2022-03-09,264.1,272.0,264.1,269.02,639095
2022-03-08,265.6,269.99,265.1,266.03,354688
2022-03-07,272.01,272.01,265.1,267.24,390623
2022-03-04,269.0,275.0,267.67,272.47,283598
2022-03-03,268.23,270.0,266.5,269.91,181846
2022-03-02,273.67,273.67,267.0,268.28,395480
2022-03-01,275.01,275.25,272.5,273.67,163356
2022-02-28,269.95,274.0,266.5,272.94,360685
2022-02-25,268.5,269.9,265.0,268.25,209657
2022-02-24,270.0,272.0,264.5,265.37,573344
2022-02-23,275.89,275.89,271.0,272.18,347754
2022-02-22,276.0,276.27,270.7,273.49,613646
2022-02-21,276.51,277.7,275.02,276.45,131312
2022-02-18,275.0,276.94,274.0,276.48,317531
2022-02-17,277.0,278.49,273.1,274.97,813770
2022-02-16,284.9,286.99,281.72,285.65,234054
2022-02-15,281.1,284.9,280.51,284.26,176441
2022-02-14,284.0,284.0,278.35,281.4,301294
2022-02-11,287.75,288.18,283.61,284.59,270783
2022-02-10,288.01,290.8,286.01,286.63,560291
2022-02-09,285.55,291.7,285.55,290.38,1077186
2022-02-08,275.51,284.81,274.25,284.1,1057239
2022-02-07,274.65,275.77,274.0,275.43,118573
2022-02-04,275.44,278.37,273.0,273.4,288339
2022-02-03,276.99,278.0,273.26,274.51,144040
2022-02-02,271.71,275.5,271.71,275.0,112031
2022-02-01,272.24,273.6,270.56,273.44,90939
2022-01-31,272.0,272.6,270.52,272.24,116436
2022-01-28,272.9,272.9,270.7,271.1,146537
2022-01-27,271.02,272.7,270.5,271.74,132707
2022-01-26,272.72,272.72,270.01,271.26,213760
2022-01-25,273.5,273.95,270.14,270.52,254174
2022-01-24,272.93,273.9,270.05,273.05,224597
2022-01-21,272.39,272.4,271.01,271.73,166304
2022-01-20,272.66,273.79,270.0,270.82,202166
2022-01-19,275.2,277.4,271.75,272.27,319849
2022-01-18,273.5,275.75,271.4,275.2,514713
2022-01-17,272.92,272.92,271.01,272.24,77057
2022-01-14,271.51,273.1,271.25,272.03,237969
2022-01-13,272.95,273.73,270.4,271.25,162092
2022-01-12,272.0,274.0,271.2,271.96,175780
2022-01-11,274.99,275.0,270.12,272.04,298219
2022-01-10,275.02,277.81,273.51,274.97,223070
2022-01-07,274.8,278.49,272.4,276.35,381895
2022-01-06,275.0,275.0,273.0,273.6,90590
2022-01-05,276.0,276.0,273.6,275.11,72178
2022-01-04,276.38,278.78,274.95,275.31,91029
2022-01-03,272.0,278.0,271.26,276.38,209258
2021-12-31,268.06,274.0,268.06,272.42,252993
2021-12-30,264.4,271.89,264.4,270.97,317848
2021-12-29,265.4,267.5,264.0,265.69,256442
2021-12-28,266.69,270.0,265.0,265.31,471799
2021-12-27,268.9,268.99,267.45,267.69,101100
2021-12-24,269.0,269.2,267.25,268.1,168501
2021-12-23,269.5,269.98,268.0,268.18,96064
2021-12-22,270.45,270.45,267.76,268.5,62231
2021-12-21,271.99,272.5,268.06,268.39,98540
2021-12-20,269.5,273.07,267.4,271.59,245629
2021-12-17,270.0,270.8,266.99,267.31,99532
2021-12-16,271.51,272.99,268.0,268.61,110381
2021-12-15,269.0,275.0,269.0,272.99,214529
2021-12-14,271.0,271.0,266.0,269.34,324369
2021-12-13,271.0,274.0,269.0,270.18,139018
2021-12-10,271.9,271.9,267.0,270.29,121342
2021-12-09,270.0,273.9,268.69,270.12,80687
2021-12-08,274.0,275.0,270.0,270.73,86643
2021-12-07,278.4,280.0,270.1,273.92,565922
2021-12-06,278.0,280.5,275.06,276.47,150377
2021-12-03,273.0,286.0,270.01,278.94,695138
2021-12-02,278.0,280.0,265.31,269.98,646551
2021-12-01,280.0,280.0,276.1,278.81,299154
2021-11-30,282.3,287.8,275.07,278.14,5474044
2021-11-29,276.01,284.1,275.0,283.27,282898
2021-11-26,271.2,282.0,271.2,277.2,448538
2021-11-25,274.1,279.0,272.0,273.9,450962
2021-11-24,284.48,284.48,275.0,275.44,1164475
2021-11-23,286.45,286.45,283.5,284.01,715634
2021-11-22,290.49,290.49,284.0,284.48,142994
2021-11-19,282.45,290.0,281.95,289.53,1566624
2021-11-18,285.5,286.0,280.0,281.44,221642
2021-11-17,284.9,284.9,282.56,284.2,154936
2021-11-16,285.0,285.5,283.21,284.37,103539
2021-11-15,281.0,284.33,278.22,283.61,70089
2021-11-12,284.49,284.49,279.1,280.69,168260
2021-11-11,283.5,286.0,283.0,284.5,276865
2021-11-10,278.1,284.0,278.05,283.18,235435
2021-11-09,281.9,283.0,276.25,277.67,335663
2021-11-08,284.96,284.96,279.5,280.44,221808
